wavelength flux error flag
3691.0 -1.5335311655308647e-17 2.0700823881572501e-16 0
3692.0 -1.4239013064314425e-17 2.133084468007842e-16 0
3693.0 -1.016743413265871e-17 2.089480840475407e-16 0
3694.0 -5.427117462498438e-18 2.0219160222300478e-16 0
3695.0 -1.1786918823070118e-17 1.7367581358642408e-16 0
3696.0 -2.01387748016168e-17 1.4125504596683967e-16 0
3697.0 -1.3657923206277828e-17 1.6278375487019552e-16 0
3698.0 -5.139174729501333e-18 1.9172469578942773e-16 0
3699.0 1.418360487076246e-18 1.9307136883499108e-16 0
3700.0 7.783266133111374e-18 1.917077440879528e-16 0
3701.0 1.3152623896228193e-17 1.8922406417833074e-16 0
3702.0 1.8460600654368563e-17 1.8667132670484055e-16 0
3703.0 2.5776415393100826e-17 1.4051039561456186e-16 0
3704.0 3.311577658212479e-17 9.338954552099031e-17 0
3705.0 3.3692871995143805e-17 9.704881546032318e-17 0
3706.0 3.376283507419329e-17 1.023988672411443e-16 0
3707.0 2.0255432071355625e-17 1.5301592822014524e-16 0
3708.0 7.476685867977059e-18 1.9337147849520631e-16 0
3709.0 4.785535090087753e-18 9.166567902027079e-17 0
3710.0 2.3538250917927257e-18 1.0159300613024874e-21 0
3711.0 2.2905274665778916e-18 1.0159300613024874e-21 0
3712.0 2.7406662831773194e-18 1.0159300613024874e-21 0
3713.0 6.6242170563592e-18 1.0159300613024874e-21 0
3714.0 9.75601453400139e-18 1.0159300613024874e-21 0
3715.0 8.983250677644315e-18 1.0159300613024874e-21 0
3716.0 7.331166980203193e-18 1.0159300613024874e-21 0
3717.0 1.9978180403688798e-18 1.0159300613024874e-21 0
3718.0 -4.9104414839303636e-18 1.0159300613024874e-21 0
3719.0 -1.7269341095919863e-17 1.0159300613024874e-21 0
3720.0 -2.5614247131450377e-17 1.0159300613024874e-21 0
3721.0 -2.2264608630445405e-17 1.0159300613024874e-21 0
3722.0 -1.5405230681082423e-17 1.0159300613024874e-21 0
3723.0 1.7816064285018635e-19 1.0159300613024874e-21 0
3724.0 8.384652157665463e-18 1.0159300613024874e-21 0
3725.0 7.884881708377235e-19 1.0159300613024874e-21 0
3726.0 -2.752934885723718e-18 1.0159300613024874e-21 0
3727.0 1.2487753131678313e-18 1.0159300613024874e-21 0
3728.0 1.2330881716064181e-17 1.0159300613024874e-21 0
3729.0 3.491771726512753e-17 1.0159300613024874e-21 0
3730.0 4.2425351986817476e-17 1.0159300613024874e-21 0
3731.0 2.84416158085964e-17 1.0159300613024874e-21 0
3732.0 1.3187692186459823e-17 1.0159300613024874e-21 0
3733.0 -3.658812493618844e-18 1.0159300613024874e-21 0
3734.0 -1.278429724689535e-17 1.0159300613024874e-21 0
3735.0 -1.3377816608843258e-17 1.0159300613024874e-21 0
3736.0 -1.338076967640289e-17 1.0159300613024874e-21 0
3737.0 -1.2808113452404206e-17 1.0159300613024874e-21 0
3738.0 -9.542787051885785e-18 1.0159300613024874e-21 0
3739.0 -3.963057554044862e-18 1.0159300613024874e-21 0
3740.0 -5.870043155967295e-18 1.0159300613024874e-21 0
3741.0 -1.3444894203438813e-17 1.0159300613024874e-21 0
3742.0 -1.3540303576958792e-17 1.0159300613024874e-21 0
3743.0 -8.65967617998287e-18 1.0159300613024874e-21 0
3744.0 4.538153426673932e-18 1.0159300613024874e-21 0
3745.0 2.2581940159520695e-17 1.0159300613024874e-21 0
3746.0 2.7071430602261836e-17 1.0159300613024874e-21 0
3747.0 2.467795854142647e-17 1.0159300613024874e-21 0
3748.0 1.243741354483693e-17 1.0159300613024874e-21 0
3749.0 -4.133169801667816e-18 1.0159300613024874e-21 0
3750.0 -3.1451025190573186e-18 1.0159300613024874e-21 0
3751.0 4.471920824110449e-18 1.0159300613024874e-21 0
3752.0 9.638649496471881e-18 1.0159300613024874e-21 0
3753.0 1.4020090193139244e-17 1.0159300613024874e-21 0
3754.0 1.1154287413556337e-17 1.0159300613024874e-21 0
3755.0 6.3463767899516115e-18 1.0159300613024874e-21 0
3756.0 5.439454641779601e-18 1.0159300613024874e-21 0
3757.0 5.388747674302437e-18 1.0159300613024874e-21 0
3758.0 2.766770632507567e-18 1.0159300613024874e-21 0
3759.0 -3.04065368892878e-19 1.0159300613024874e-21 0
3760.0 -1.5698870513446857e-19 1.0159300613024874e-21 0
3761.0 4.175522046097915e-19 1.0159300613024874e-21 0
3762.0 5.447882324319356e-18 1.0159300613024874e-21 0
3763.0 1.0896941283811986e-17 1.0159300613024874e-21 0
3764.0 8.86212156817453e-18 1.0159300613024874e-21 0
3765.0 6.39557558198866e-18 1.0159300613024874e-21 0
3766.0 3.567001867131224e-18 1.0159300613024874e-21 0
3767.0 7.531964753593779e-19 1.0159300613024874e-21 0
3768.0 7.718268094273465e-19 1.0159300613024874e-21 0
3769.0 5.35958903949999e-19 1.0159300613024874e-21 0
3770.0 -5.881865740854132e-18 1.0159300613024874e-21 0
3771.0 -1.0955161579687038e-17 1.0159300613024874e-21 0
3772.0 1.5906004733977047e-18 1.0159300613024874e-21 0
3773.0 1.2496159180780015e-17 1.0159300613024874e-21 0
3774.0 9.002535489355752e-18 1.0159300613024874e-21 0
3775.0 5.9033795494477565e-18 1.0159300613024874e-21 0
3776.0 5.361885676051083e-18 1.0159300613024874e-21 0
3777.0 3.207325444823687e-18 1.0159300613024874e-21 0
3778.0 -7.111404302998657e-18 1.0159300613024874e-21 0
3779.0 -1.2866177869924505e-17 1.0159300613024874e-21 0
3780.0 5.999137889422942e-20 1.0159300613024874e-21 0
3781.0 1.2109764333267228e-17 1.0159300613024874e-21 0
3782.0 2.1187071405039052e-17 1.0159300613024874e-21 0
3783.0 2.9212148759580653e-17 1.0159300613024874e-21 0
3784.0 3.4227782756291154e-17 1.0159300613024874e-21 0
3785.0 3.7510120323309165e-17 1.0159300613024874e-21 0
3786.0 3.655758674904333e-17 1.0159300613024874e-21 0
3787.0 3.062433016887545e-17 1.0159300613024874e-21 0
3788.0 1.4193328749056905e-17 1.0159300613024874e-21 0
3789.0 3.615409334086147e-18 1.0159300613024874e-21 0
3790.0 3.75859639487511e-18 1.0159300613024874e-21 0
3791.0 5.107168492491057e-18 1.0159300613024874e-21 0
3792.0 8.385257686920235e-18 1.0159300613024874e-21 0
3793.0 8.721335300759702e-18 1.0159300613024874e-21 0
3794.0 4.924990011370334e-18 1.0159300613024874e-21 0
3795.0 6.2003765967959106e-18 1.0159300613024874e-21 0
3796.0 1.3744461732364958e-17 1.0159300613024874e-21 0
3797.0 1.597076782921586e-17 1.0159300613024874e-21 0
3798.0 1.2403417044496974e-17 1.0159300613024874e-21 0
3799.0 1.3028206963831357e-17 1.0159300613024874e-21 0
3800.0 1.7681601455756014e-17 1.0159300613024874e-21 0
3801.0 1.5393236777262206e-17 1.0159300613024874e-21 0
3802.0 7.22256021649802e-18 1.0159300613024874e-21 0
3803.0 4.970086413753404e-18 1.0159300613024874e-21 0
3804.0 7.133859960339956e-18 1.0159300613024874e-21 0
3805.0 5.938927163401519e-18 1.0159300613024874e-21 0
3806.0 2.5421848856951918e-18 1.0159300613024874e-21 0
3807.0 5.093405952251043e-18 1.0159300613024874e-21 0
3808.0 1.105781129477604e-17 1.0159300613024874e-21 0
3809.0 1.3475604546872136e-17 1.0159300613024874e-21 0
3810.0 1.4120746235812546e-17 1.0159300613024874e-21 0
3811.0 7.489239697708214e-18 1.0159300613024874e-21 0
3812.0 -2.288986538148591e-18 1.0159300613024874e-21 0
3813.0 -3.606341701679049e-18 1.0159300613024874e-21 0
3814.0 -1.785905496388035e-18 1.0159300613024874e-21 0
3815.0 -1.5275093596167844e-18 1.0159300613024874e-21 0
3816.0 -1.7601469195258883e-18 1.0159300613024874e-21 0
3817.0 -1.0399718822160212e-17 1.0159300613024874e-21 0
3818.0 -2.124462114866612e-17 1.0159300613024874e-21 0
3819.0 -1.4461984049937848e-17 1.0159300613024874e-21 0
3820.0 -3.9025738897089685e-18 1.0159300613024874e-21 0
