wavelength flux error flag
3691.0 5.26307259625406e-18 1.0159300613024874e-21 0
3692.0 6.432108549380669e-18 1.0159300613024874e-21 0
3693.0 8.29678641842762e-18 1.0159300613024874e-21 0
3694.0 1.0317819974467788e-17 1.0159300613024874e-21 0
3695.0 7.358438476180742e-18 1.0159300613024874e-21 0
3696.0 3.5052593821441175e-18 1.0159300613024874e-21 0
3697.0 2.674918967728404e-18 1.0159300613024874e-21 0
3698.0 2.2598927154508173e-18 1.0159300613024874e-21 0
3699.0 3.05796819983109e-18 1.0159300613024874e-21 0
3700.0 3.9751940445005875e-18 1.0159300613024874e-21 0
3701.0 1.2018948116345727e-18 1.0159300613024874e-21 0
3702.0 -1.798945599347241e-18 1.0159300613024874e-21 0
3703.0 -2.8613058032660163e-18 1.0159300613024874e-21 0
3704.0 -3.864445094976275e-18 1.0159300613024874e-21 0
3705.0 -3.5791247818284525e-18 1.0159300613024874e-21 0
3706.0 -3.141409123958079e-18 1.0159300613024874e-21 0
3707.0 1.3763606852174153e-18 1.0159300613024874e-21 0
3708.0 5.458552004947475e-18 1.0159300613024874e-21 0
3709.0 3.510552457271925e-18 1.0159300613024874e-21 0
3710.0 1.6722404753547074e-18 1.0159300613024874e-21 0
3711.0 8.352567669700548e-19 1.0159300613024874e-21 0
3712.0 4.688876854544515e-19 1.0159300613024874e-21 0
3713.0 3.2495758738225308e-18 1.0159300613024874e-21 0
3714.0 4.836479245966495e-18 1.0159300613024874e-21 0
3715.0 2.229361921353341e-19 1.0159300613024874e-21 0
3716.0 -4.034168572845311e-18 1.0159300613024874e-21 0
3717.0 -6.799047389431725e-18 1.0159300613024874e-21 0
3718.0 -7.415618617864442e-18 1.0159300613024874e-21 0
3719.0 -5.970684011911076e-19 1.0159300613024874e-21 0
3720.0 4.696955772034045e-18 1.0159300613024874e-21 0
3721.0 5.5493590575793325e-18 1.0159300613024874e-21 0
3722.0 4.2136481131107085e-18 1.0159300613024874e-21 0
3723.0 -2.560967367892133e-18 1.0159300613024874e-21 0
3724.0 -6.843529295550324e-18 1.0159300613024874e-21 0
3725.0 -5.787661149035801e-18 1.0159300613024874e-21 0
3726.0 -3.100378338766662e-18 1.0159300613024874e-21 0
3727.0 2.6218648833364547e-18 1.0159300613024874e-21 0
3728.0 7.178570315031303e-18 1.0159300613024874e-21 0
3729.0 9.841427408029422e-18 1.0159300613024874e-21 0
3730.0 1.2952726622044472e-17 1.0159300613024874e-21 0
3731.0 1.6703160234510028e-17 1.0159300613024874e-21 0
3732.0 1.832738878974636e-17 1.0159300613024874e-21 0
3733.0 1.7285747897394944e-17 1.0159300613024874e-21 0
3734.0 1.3327876509369775e-17 1.0159300613024874e-21 0
3735.0 6.147480390401367e-18 1.0159300613024874e-21 0
3736.0 3.0605371034880225e-19 1.0159300613024874e-21 0
3737.0 -4.230314998268196e-18 1.0159300613024874e-21 0
3738.0 -7.814358778797506e-18 1.0159300613024874e-21 0
3739.0 -1.0579860510455345e-17 1.0159300613024874e-21 0
3740.0 -1.0274238948183804e-17 1.0159300613024874e-21 0
3741.0 -7.643603896720795e-18 1.0159300613024874e-21 0
3742.0 -6.0084215304795376e-18 1.0159300613024874e-21 0
3743.0 -5.035509074331089e-18 1.0159300613024874e-21 0
3744.0 -1.1316592140587308e-18 1.0159300613024874e-21 0
3745.0 4.479879919825254e-18 1.0159300613024874e-21 0
3746.0 7.115720614530524e-18 1.0159300613024874e-21 0
3747.0 8.240481697248156e-18 1.0159300613024874e-21 0
3748.0 5.839801674399907e-18 1.0159300613024874e-21 0
3749.0 1.888884815990067e-18 1.0159300613024874e-21 0
3750.0 3.538574770170128e-19 1.0159300613024874e-21 0
3751.0 -2.6909376853733817e-19 1.0159300613024874e-21 0
3752.0 2.3355513275523754e-19 1.0159300613024874e-21 0
3753.0 1.0969444263319358e-18 1.0159300613024874e-21 0
3754.0 2.1297495315246706e-18 1.0159300613024874e-21 0
3755.0 3.207954488084213e-18 1.0159300613024874e-21 0
3756.0 5.334187225185164e-18 1.0159300613024874e-21 0
3757.0 7.690448146460626e-18 1.0159300613024874e-21 0
3758.0 9.467892138021096e-18 1.0159300613024874e-21 0
3759.0 1.114429378188384e-17 1.0159300613024874e-21 0
3760.0 1.1446591123027878e-17 1.0159300613024874e-21 0
3761.0 1.1566353845993095e-17 1.0159300613024874e-21 0
3762.0 1.3235223794401933e-17 1.0159300613024874e-21 0
3763.0 1.5049669720632808e-17 1.0159300613024874e-21 0
3764.0 1.2281020724507807e-17 1.0159300613024874e-21 0
3765.0 9.247984428121864e-18 1.0159300613024874e-21 0
3766.0 5.90804224998252e-18 1.0159300613024874e-21 0
