wavelength flux error flag
3691.0 1.7845660630978177e-17 1.0159300613024874e-21 0
3692.0 1.6918535268739385e-17 1.0159300613024874e-21 0
3693.0 1.6830990376379073e-17 1.0159300613024874e-21 0
3694.0 1.6932153464589862e-17 1.0159300613024874e-21 0
3695.0 1.280358024143278e-17 1.0159300613024874e-21 0
3696.0 7.915928085191476e-18 1.0159300613024874e-21 0
3697.0 4.958141298306383e-18 1.0159300613024874e-21 0
3698.0 2.2655027723314888e-18 1.0159300613024874e-21 0
3699.0 6.14906088492657e-18 1.0159300613024874e-21 0
3700.0 1.067853036269464e-17 1.0159300613024874e-21 0
3701.0 1.821156988085846e-17 1.0159300613024874e-21 0
3702.0 2.5929796019133628e-17 1.0159300613024874e-21 0
3703.0 1.9526941739865128e-17 1.0159300613024874e-21 0
3704.0 1.2754022402775923e-17 1.0159300613024874e-21 0
3705.0 9.735854343312264e-18 1.0159300613024874e-21 0
3706.0 6.95599104341648e-18 1.0159300613024874e-21 0
3707.0 1.0556219768777885e-17 1.0159300613024874e-21 0
3708.0 1.3307644349145689e-17 1.0159300613024874e-21 0
3709.0 4.3081419958325084e-18 1.0159300613024874e-21 0
3710.0 -3.981557088514625e-18 1.0159300613024874e-21 0
3711.0 -5.79152369864964e-18 1.0159300613024874e-21 0
3712.0 -7.969321071785467e-18 1.0159300613024874e-21 0
3713.0 -1.2606847511333582e-17 1.0159300613024874e-21 0
3714.0 -1.49232696286748e-17 1.0159300613024874e-21 0
3715.0 -5.184015711817497e-18 1.0159300613024874e-21 0
3716.0 3.811710156794558e-18 1.0159300613024874e-21 0
3717.0 9.694662000683955e-18 1.0159300613024874e-21 0
3718.0 1.3957275643611432e-17 1.0159300613024874e-21 0
3719.0 1.2612027836563616e-17 1.0159300613024874e-21 0
3720.0 1.2288114678148931e-17 1.0159300613024874e-21 0
3721.0 1.4939802578289907e-17 1.0159300613024874e-21 0
3722.0 1.579183321246767e-17 1.0159300613024874e-21 0
3723.0 1.217053062948891e-17 1.0159300613024874e-21 0
3724.0 9.711696012764958e-18 1.0159300613024874e-21 0
3725.0 9.743078326968567e-18 1.0159300613024874e-21 0
3726.0 8.080211190449253e-18 1.0159300613024874e-21 0
3727.0 3.2654905583376322e-18 1.0159300613024874e-21 0
3728.0 3.8268450957262824e-18 1.0159300613024874e-21 0
3729.0 1.3123627271973728e-17 1.0159300613024874e-21 0
3730.0 1.6452152111525825e-17 1.0159300613024874e-21 0
3731.0 1.1274521119782634e-17 1.0159300613024874e-21 0
3732.0 9.116512327723386e-18 1.0159300613024874e-21 0
3733.0 1.0744553492616759e-17 1.0159300613024874e-21 0
3734.0 7.531571524224994e-18 1.0159300613024874e-21 0
3735.0 -1.030890464083869e-18 1.0159300613024874e-21 0
3736.0 -5.596289110705499e-18 1.0159300613024874e-21 0
3737.0 -6.265856213460458e-18 1.0159300613024874e-21 0
3738.0 -2.2364752095544394e-18 1.0159300613024874e-21 0
3739.0 5.8317443223847765e-18 1.0159300613024874e-21 0
3740.0 9.430637161124014e-18 1.0159300613024874e-21 0
3741.0 9.64599770409591e-18 1.0159300613024874e-21 0
3742.0 1.0797074117608462e-17 1.0159300613024874e-21 0
3743.0 1.257067782413578e-17 1.0159300613024874e-21 0
3744.0 1.0122057152969975e-17 1.0159300613024874e-21 0
3745.0 5.213388283428098e-18 1.0159300613024874e-21 0
3746.0 4.422373788322499e-18 1.0159300613024874e-21 0
3747.0 5.722331783070288e-18 1.0159300613024874e-21 0
3748.0 -6.742064474484921e-19 1.0159300613024874e-21 0
3749.0 -1.0455113213958975e-17 1.0159300613024874e-21 0
3750.0 -6.5266043029532245e-18 1.0159300613024874e-21 0
3751.0 2.577650515968534e-18 1.0159300613024874e-21 0
3752.0 7.855088983530432e-18 1.0159300613024874e-21 0
3753.0 1.1906081953856099e-17 1.0159300613024874e-21 0
3754.0 7.856906975144285e-18 1.0159300613024874e-21 0
3755.0 1.6370584481692283e-18 1.0159300613024874e-21 0
3756.0 4.3119209404460506e-18 1.0159300613024874e-21 0
3757.0 8.939054414946788e-18 1.0159300613024874e-21 0
3758.0 6.61268480098987e-18 1.0159300613024874e-21 0
3759.0 3.0724628604828314e-18 1.0159300613024874e-21 0
3760.0 -3.6191526095419325e-18 1.0159300613024874e-21 0
3761.0 -1.0729395991220565e-17 1.0159300613024874e-21 0
3762.0 -7.49712048087098e-18 1.0159300613024874e-21 0
3763.0 -3.2929159289931603e-18 1.0159300613024874e-21 0
3764.0 4.6619447649087245e-18 1.0159300613024874e-21 0
3765.0 1.2833171444764734e-17 1.0159300613024874e-21 0
3766.0 1.31152089329883e-17 1.0159300613024874e-21 0
3767.0 1.3203316478953391e-17 1.0159300613024874e-21 0
3768.0 1.2477453400414992e-17 1.0159300613024874e-21 0
3769.0 1.1725571589966285e-17 1.0159300613024874e-21 0
3770.0 1.034167489655016e-17 1.0159300613024874e-21 0
3771.0 8.732082042929808e-18 1.0159300613024874e-21 0
3772.0 4.164907548097012e-18 1.0159300613024874e-21 0
3773.0 1.3760170835533197e-19 1.4478688718076838e-17 0
3774.0 8.497492153120896e-19 1.5605441415370244e-16 0
3775.0 1.5475990542628336e-18 2.7967033688781544e-16 0
3776.0 2.152745236303755e-18 2.868379418187123e-16 0
3777.0 1.96554950962538e-18 2.924046973317558e-16 0
3778.0 -2.2319050799221595e-18 2.898691165990213e-16 0
3779.0 -4.032249059708299e-18 2.875503217464357e-16 0
3780.0 3.979132675885063e-18 2.8611886333394875e-16 0
3781.0 1.1137057022896523e-17 2.826017908919063e-16 0
3782.0 1.5400317179870534e-17 2.7201095902571135e-16 0
3783.0 1.7520906530548446e-17 2.6546253820435567e-16 0
3784.0 1.3513322232034915e-17 2.7047566793541907e-16 0
3785.0 1.0963975122249695e-17 2.7385473442194786e-16 0
3786.0 1.1977461513937758e-17 2.7324138093993174e-16 0
3787.0 1.2869107508336792e-17 2.7341875147833894e-16 0
3788.0 1.3503953556144491e-17 2.752627111836505e-16 0
3789.0 1.0083590848194246e-17 2.7628760184163595e-16 0
3790.0 -7.647089390425952e-19 2.758122014631882e-16 0
3791.0 -5.64318514040945e-18 2.7548299161958764e-16 0
3792.0 -9.65481098974452e-19 2.7538779591069236e-16 0
3793.0 6.250196331519015e-18 2.7297694174399984e-16 0
3794.0 1.7030774536002044e-17 2.673134559050897e-16 0
3795.0 1.8124966148051553e-17 2.6802188582661655e-16 0
3796.0 7.246711446516562e-18 2.7660605131047437e-16 0
3797.0 4.231720770975897e-18 2.789928138083405e-16 0
3798.0 9.783662531722342e-18 2.7462757961807297e-16 0
3799.0 1.562772266408037e-17 2.7120030079373547e-16 0
3800.0 2.175250558002107e-17 2.6867438753482805e-16 0
3801.0 1.6981147625007885e-17 2.743247875327494e-16 0
3802.0 2.976611545746965e-18 2.8690363656542877e-16 0
3803.0 -1.0295565703543113e-18 2.9141747474403675e-16 0
3804.0 2.4252001619045164e-18 2.899130867376164e-16 0
3805.0 3.9546669516075205e-18 2.9443559269688456e-16 0
3806.0 4.222004452479192e-18 3.02909046109126e-16 0
3807.0 7.382358509207827e-18 3.0213276144002977e-16 0
3808.0 1.2202843613666429e-17 2.9604859930956513e-16 0
3809.0 1.0035372557332263e-17 2.995314114349141e-16 0
3810.0 4.3752129588478054e-18 3.077959452250047e-16 0
3811.0 3.805520257748237e-18 3.0657317072207593e-16 0
3812.0 5.437153216067475e-18 3.0124769687835195e-16 0
3813.0 8.781307270197925e-18 3.049145000421483e-16 0
3814.0 1.2760565425008595e-17 3.1191617132283824e-16 0
3815.0 1.4156043070641255e-17 3.077410030913185e-16 0
3816.0 1.4739298725045094e-17 3.00052349557156e-16 0
3817.0 1.324608906785494e-17 3.019536681424873e-16 0
3818.0 1.1208175248708908e-17 3.063706549151764e-16 0
3819.0 5.713867661384803e-18 3.1079803945576506e-16 0
3820.0 -5.20986553502445e-19 3.1522765176103225e-16 0
3821.0 -1.1959351586737603e-18 3.1696162982432435e-16 0
3822.0 -9.273008284587464e-19 3.182381262954243e-16 0
3823.0 2.3215156423621724e-19 3.1483451203863687e-16 0
3824.0 1.5059156651233635e-18 3.1083033581036895e-16 0
3825.0 6.200073673317826e-18 3.0382049369504286e-16 0
3826.0 1.1201250788151093e-17 2.9654085901181167e-16 0
3827.0 8.02749799087028e-18 3.0124403665747703e-16 0
3828.0 4.414350448128516e-18 3.0659127912446388e-16 0
3829.0 3.4068512950088197e-18 3.0093271556685784e-16 0
3830.0 2.4807887467559255e-18 2.9510473286253793e-16 0
3831.0 4.01986618966879e-18 2.935920219544501e-16 0
3832.0 5.474626806456731e-18 2.924385041619663e-16 0
3833.0 5.056208975951507e-18 2.992648028958862e-16 0
3834.0 5.238176226467427e-18 3.050274796612009e-16 0
3835.0 1.2885735853825295e-17 2.975643646610792e-16 0
3836.0 1.945821069026307e-17 2.9107732396167404e-16 0
3837.0 1.6943778396882897e-17 2.9284032697725977e-16 0
3838.0 1.4420033378819927e-17 2.9470816620617113e-16 0
3839.0 1.1837701872098304e-17 2.9723553160301086e-16 0
3840.0 9.904560452697546e-18 2.9889338894390126e-16 0
3841.0 1.1174633650484412e-17 2.9626094523279363e-16 0
3842.0 1.1592390444305369e-17 2.9490068581541795e-16 0
3843.0 8.598237283967955e-18 2.986331105645217e-16 0
3844.0 7.610267014665612e-18 3.0210413434189246e-16 0
3845.0 1.3292009412338745e-17 3.047061100478643e-16 0
3846.0 1.781751973237368e-17 3.068591581610312e-16 0
3847.0 1.909619272965719e-17 3.0775156414903793e-16 0
3848.0 1.7676157670280477e-17 3.096585645892919e-16 0
3849.0 9.774216965433882e-18 3.140024738651102e-16 0
3850.0 4.8975650137593144e-18 3.160211344264163e-16 0
3851.0 6.295114787008545e-18 3.132174191136268e-16 0
3852.0 8.66489585602475e-18 3.124874102111771e-16 0
3853.0 1.2788240254256073e-17 3.1549763836195e-16 0
3854.0 1.3120045834586761e-17 3.1891476564729254e-16 0
3855.0 7.472353676405608e-18 3.2297359873384565e-16 0
3856.0 4.0233708980344625e-18 3.2745062909652343e-16 0
3857.0 3.618203195893279e-18 3.325065968965885e-16 0
3858.0 6.534003667372535e-18 3.3296898026024275e-16 0
3859.0 1.349633213640623e-17 3.278341801944628e-16 0
3860.0 1.6166166091919728e-17 3.2537164009003353e-16 0
3861.0 1.4225117772219588e-17 3.257795698375157e-16 0
3862.0 1.0033361184450626e-17 3.2940041814315865e-16 0
3863.0 3.7090708090447826e-18 3.3606548922943e-16 0
3864.0 2.260897371442023e-18 3.4018280186797285e-16 0
3865.0 4.8862266676328126e-18 3.4217171989780414e-16 0
3866.0 5.5153696022890385e-18 3.482411989710032e-16 0
3867.0 4.676307203728563e-18 3.573119516736761e-16 0
3868.0 4.243733645489846e-18 3.6415601919146324e-16 0
3869.0 4.073720899492347e-18 3.695618177759967e-16 0
3870.0 3.385648662922059e-18 3.7517108008544206e-16 0
3871.0 2.4048021805853384e-18 3.8089532714024165e-16 0
3872.0 1.5833195506158229e-18 3.766993665682235e-16 0
3873.0 8.402293513727458e-19 3.6762357171995234e-16 0
3874.0 1.6396899025010726e-18 3.599349189047089e-16 0
3875.0 3.0950840104112124e-18 3.5283611573121395e-16 0
3876.0 5.8833198219121766e-18 3.4738508683799296e-16 0
3877.0 9.157043778789654e-18 3.4253426041230736e-16 0
3878.0 7.436691544180442e-18 3.4307459922704872e-16 0
3879.0 4.1767767635602156e-18 3.4527691430432026e-16 0
3880.0 2.07984917370761e-19 3.466584276841668e-16 0
3881.0 -3.942787702467172e-18 3.4782922733780553e-16 0
3882.0 4.475106161747113e-18 3.385326113412509e-16 0
3883.0 1.552068388721472e-17 3.270476120975202e-16 0
3884.0 1.4011023598668676e-17 3.306324322522083e-16 0
3885.0 1.043104181904651e-17 3.367022209062875e-16 0
3886.0 8.817958194224212e-18 3.385931014934927e-16 0
3887.0 7.448457666848736e-18 3.3996646094296604e-16 0
3888.0 4.978841649919047e-18 3.4321706496508287e-16 0
3889.0 2.4150767939160373e-18 3.466283252081594e-16 0
3890.0 3.2156751875308444e-18 3.453762691883756e-16 0
3891.0 4.183952861427487e-18 3.4389179429563805e-16 0
3892.0 6.2770875135986056e-18 3.452596781072415e-16 0
3893.0 8.391198518121772e-18 3.4665785768869734e-16 0
3894.0 1.0670284463914874e-17 3.4699566799805957e-16 0
3895.0 1.3048902241456771e-17 3.4729692264777515e-16 0
3896.0 1.7463518785535937e-17 3.468504036793143e-16 0
3897.0 2.0973195542934907e-17 3.4701978503327095e-16 0
3898.0 1.3781253855948768e-17 3.5447266783925854e-16 0
3899.0 7.31617587967426e-18 3.617371937664489e-16 0
3900.0 6.77267796349155e-18 3.6746722248153453e-16 0
3901.0 6.664701888932848e-18 3.7339388954460083e-16 0
3902.0 9.216843128706055e-18 3.8052160101952583e-16 0
3903.0 1.1072838528439983e-17 3.8725532987726055e-16 0
3904.0 9.578778937099283e-18 3.920931005072759e-16 0
3905.0 8.124803743474414e-18 3.956606706820741e-16 0
3906.0 6.827806538639806e-18 3.9425389861443626e-16 0
3907.0 5.23004116247669e-18 3.925969996315041e-16 0
3908.0 2.651926150011615e-18 3.901248154760918e-16 0
3909.0 9.981690419999194e-19 3.859932797760834e-16 0
3910.0 1.893379198272187e-18 3.772859918195767e-16 0
3911.0 5.032886550732378e-18 3.6668761296658395e-16 0
3912.0 1.3472181842573695e-17 3.5162352398282316e-16 0
3913.0 1.6356882403871225e-17 3.4213197144963613e-16 0
3914.0 7.90528175569734e-18 3.44013337152426e-16 0
3915.0 3.3018982710547833e-18 3.436597826308614e-16 0
3916.0 5.5335036973295954e-18 3.393366873320738e-16 0
3917.0 8.82707086526869e-18 3.3490633403364995e-16 0
3918.0 1.3770721720792539e-17 3.3030932249452034e-16 0
3919.0 1.5994188180056322e-17 3.3050633769089866e-16 0
3920.0 1.4506119498043618e-17 3.3724452661120566e-16 0
3921.0 1.128251565725983e-17 3.4099738227965917e-16 0
3922.0 5.974148763103795e-18 3.4116418990177143e-16 0
3923.0 5.8887766870279426e-18 3.3965830197642256e-16 0
3924.0 1.133497945486738e-17 3.363808938918279e-16 0
3925.0 1.3859270167288618e-17 3.357150239519039e-16 0
3926.0 1.3653958200315217e-17 3.374888104362091e-16 0
3927.0 1.066351079565325e-17 3.430278999009167e-16 0
3928.0 5.379304812758328e-18 3.516679861408877e-16 0
3929.0 3.580767252667135e-18 3.51366575281226e-16 0
3930.0 4.309083335039093e-18 3.4458323562780177e-16 0
3931.0 6.653520094436937e-18 3.4457847323243536e-16 0
3932.0 1.0026465913469896e-17 3.4888763876365116e-16 0
3933.0 9.3902282318768e-18 3.519841020490441e-16 0
3934.0 6.5227692740764205e-18 3.5440566306264983e-16 0
3935.0 2.0014153081956324e-18 3.5840030212053647e-16 0
3936.0 -3.320563488271123e-18 3.631564437747474e-16 0
3937.0 -2.2132703820982494e-18 3.645752871819519e-16 0
3938.0 1.5820024009044865e-18 3.645988575319086e-16 0
3939.0 9.473673481056748e-18 3.6390982811441665e-16 0
3940.0 1.8830647150132845e-17 3.6296589812125667e-16 0
3941.0 1.991545214292398e-17 3.6039070073894583e-16 0
3942.0 1.8499933633388327e-17 3.573224408537673e-16 0
3943.0 1.1627922844627681e-17 3.5712340446723594e-16 0
3944.0 3.385455479522481e-18 3.5764500434508537e-16 0
3945.0 4.626587213733376e-18 3.50423436148831e-16 0
3946.0 7.801638167012685e-18 3.416228617758956e-16 0
3947.0 9.298088269372311e-18 3.4548560209659554e-16 0
3948.0 1.0525758283214157e-17 3.5137601137887086e-16 0
3949.0 7.085216595952734e-18 3.475947372957855e-16 0
3950.0 3.087310275736278e-18 3.4265870533235003e-16 0
3951.0 6.400206173590089e-18 3.432205084367105e-16 0
3952.0 1.030843793434048e-17 3.4423001321409116e-16 0
3953.0 8.340908081233455e-18 3.4302866524349155e-16 0
3954.0 6.1033311788992805e-18 3.4172570759229157e-16 0
3955.0 1.4462420271388135e-17 3.3517109262664756e-16 0
3956.0 2.263635427809282e-17 3.2873590092252726e-16 0
3957.0 1.4083520056714443e-17 3.32035602013527e-16 0
3958.0 6.4973764157583325e-18 3.3517638549717403e-16 0
3959.0 1.7223889688840455e-17 3.353066879851548e-16 0
3960.0 2.6389882434944427e-17 3.355319753661183e-16 0
3961.0 1.7969298860552375e-17 3.3682771266482155e-16 0
