wavelength flux error flag
3691.0 2.9614760422441253e-17 1.0159300613024874e-21 0
3692.0 3.2987496152074285e-17 1.0159300613024874e-21 0
3693.0 3.2671804185149e-17 1.0159300613024874e-21 0
3694.0 3.152708418925969e-17 1.0159300613024874e-21 0
3695.0 3.218468258375264e-17 1.0159300613024874e-21 0
3696.0 3.316572949137689e-17 1.0159300613024874e-21 0
3697.0 3.536444336249536e-17 1.0159300613024874e-21 0
3698.0 3.773045505804497e-17 1.0159300613024874e-21 0
3699.0 4.0111036161009185e-17 1.0159300613024874e-21 0
3700.0 4.2493048265257294e-17 1.0159300613024874e-21 0
3701.0 4.524800734245017e-17 1.0159300613024874e-21 0
3702.0 4.8025960652662925e-17 1.0159300613024874e-21 0
3703.0 4.53842352638222e-17 1.0159300613024874e-21 0
3704.0 4.259665538341712e-17 1.0159300613024874e-21 0
3705.0 4.0431047126101496e-17 1.0159300613024874e-21 0
3706.0 3.811352143069382e-17 1.0159300613024874e-21 0
3707.0 3.172873649536933e-17 1.0159300613024874e-21 0
3708.0 2.539683820619183e-17 1.0159300613024874e-21 0
3709.0 1.9797107777298983e-17 1.0159300613024874e-21 0
3710.0 1.5223149733013814e-17 1.0159300613024874e-21 0
3711.0 2.0013378812541816e-17 1.0159300613024874e-21 0
3712.0 2.4156717366454526e-17 1.772666834155338e-17 0
3713.0 2.397422026795568e-17 1.5398591512120235e-16 0
3714.0 2.451169982896622e-17 2.6680598994470782e-16 0
3715.0 2.878869479054991e-17 2.5788441752313567e-16 0
3716.0 3.191775636190797e-17 2.5263712738258927e-16 0
3717.0 3.0241004288926533e-17 2.627721896238634e-16 0
3718.0 3.116073681560262e-17 2.639169958489856e-16 0
3719.0 4.10666957259003e-17 2.339472420961616e-16 0
3720.0 4.754806800033766e-17 2.1833450605276783e-16 0
3721.0 4.40520997112102e-17 2.445501336618332e-16 0
3722.0 4.162874881984281e-17 2.6394038784000406e-16 0
3723.0 4.187155838327292e-17 2.6636509515246307e-16 0
3724.0 4.3022492355949434e-17 2.6796482533658337e-16 0
3725.0 4.611879329351512e-17 2.6779730509122656e-16 0
3726.0 5.043240750404058e-17 2.675672035193628e-16 0
3727.0 5.701061922880576e-17 2.6722068038240674e-16 0
3728.0 5.690909991550119e-17 2.724051695175304e-16 0
3729.0 4.595388059049804e-17 2.865768390675596e-16 0
3730.0 3.6466583862237684e-17 2.9774243359641375e-16 0
3731.0 2.907141849691343e-17 3.046236715487739e-16 0
3732.0 2.619697772809197e-17 2.816773139855307e-16 0
3733.0 2.899069278544491e-17 2.2133264655104915e-16 0
3734.0 2.9170487318056806e-17 1.945870479341969e-16 0
3735.0 2.6461818970867423e-17 2.0496945766994194e-16 0
3736.0 2.7206027122627623e-17 2.234616455654147e-16 0
3737.0 3.131566234715606e-17 2.4985821897284986e-16 0
3738.0 3.444657809111494e-17 2.658574226270848e-16 0
3739.0 3.6736265148028394e-17 2.729198820151075e-16 0
3740.0 3.691098109148188e-17 2.8438221885871755e-16 0
3741.0 3.5484544656011114e-17 2.9917551100954404e-16 0
3742.0 3.3392244147212286e-17 3.0492801706459574e-16 0
3743.0 3.085694745534649e-17 3.0466573137343475e-16 0
3744.0 3.2190280697491385e-17 2.938978509089837e-16 0
3745.0 3.5777642917733014e-17 2.770089623731848e-16 0
3746.0 3.966864051652667e-17 2.7949045891483046e-16 0
3747.0 4.371382619566047e-17 2.918083668285084e-16 0
3748.0 4.1704009860250127e-17 2.8335561862976417e-16 0
3749.0 3.703163673229359e-17 2.657694215263075e-16 0
3750.0 4.08641218083582e-17 2.656935662954009e-16 0
3751.0 4.790746474170263e-17 2.722284290137426e-16 0
3752.0 4.7936150794291903e-17 2.8412586014494673e-16 0
3753.0 4.57167293977212e-17 2.977419255872119e-16 0
3754.0 4.1331049976588753e-17 3.0698295800817707e-16 0
3755.0 3.636485925961486e-17 3.1505157418890335e-16 0
3756.0 4.2032493653545777e-17 3.1408933020350335e-16 0
3757.0 5.003411148427749e-17 3.111449323056614e-16 0
3758.0 4.4150431226767913e-17 3.076728442745379e-16 0
3759.0 3.5842835832551006e-17 3.041086389483139e-16 0
3760.0 3.4167359488415096e-17 2.2474263832018894e-16 0
3761.0 3.3372887094363487e-17 1.3530720429073793e-16 0
3762.0 3.826362215910558e-17 2.071401420594069e-16 0
3763.0 4.368861955336331e-17 2.9412813206118113e-16 0
3764.0 4.461439232550523e-17 3.0650982307400824e-16 0
3765.0 4.5280616065549584e-17 3.145876630197471e-16 0
3766.0 4.0066322968965254e-17 3.190243530727651e-16 0
3767.0 3.4728807921402314e-17 3.234396799263689e-16 0
3768.0 3.1371076776712124e-17 3.3574188323722337e-16 0
3769.0 2.806134361992866e-17 3.481263709206556e-16 0
3770.0 2.591751827195465e-17 3.6250960889999127e-16 0
3771.0 2.3865850388344858e-17 3.7588141832362694e-16 0
3772.0 2.3021838073432684e-17 3.7599920284480247e-16 0
3773.0 2.3071425243636964e-17 3.7509373268158697e-16 0
3774.0 3.096583361322795e-17 3.6520521119148333e-16 0
3775.0 3.751341245235051e-17 3.5516625914141537e-16 0
3776.0 3.532837680804477e-17 3.4415194082785497e-16 0
3777.0 3.278084018451484e-17 3.391537028084448e-16 0
3778.0 2.839858707213695e-17 3.6460449071313956e-16 0
3779.0 2.6644935685555483e-17 3.799404909047771e-16 0
3780.0 3.565053714423797e-17 3.5387517974028724e-16 0
3781.0 4.333506183568823e-17 3.3194156490634016e-16 0
3782.0 4.653890165457374e-17 3.2402138949202686e-16 0
3783.0 4.80657682304964e-17 3.1921101236809968e-16 0
3784.0 4.4796385560979025e-17 3.232948544968202e-16 0
3785.0 4.305043780625896e-17 3.2321337175622226e-16 0
3786.0 4.502661769559336e-17 3.129549719107537e-16 0
3787.0 4.69209450064368e-17 2.921233413466072e-16 0
3788.0 4.864275369248473e-17 2.4900677783519347e-16 0
3789.0 4.846554836118714e-17 2.4175363246975327e-16 0
3790.0 4.480991380882978e-17 3.0019160918482004e-16 0
3791.0 4.4106694612873056e-17 3.325965889199833e-16 0
3792.0 4.8129546948436936e-17 3.2332931355047237e-16 0
3793.0 4.677712303895234e-17 3.2493732547972357e-16 0
3794.0 3.7874451940512864e-17 3.4182103741270826e-16 0
3795.0 3.217643924711581e-17 3.5454456921288357e-16 0
3796.0 3.043940832350672e-17 3.6212608723737415e-16 0
3797.0 2.8135781707526513e-17 3.6960597832124714e-16 0
3798.0 2.5214855837802796e-17 3.769751480645802e-16 0
3799.0 2.5521852387969123e-17 3.734761141485507e-16 0
3800.0 2.8930849548029685e-17 3.595328470712589e-16 0
3801.0 3.344486124704312e-17 3.41316839338924e-16 0
3802.0 3.889524080224252e-17 3.1948019417045846e-16 0
3803.0 4.084475635816962e-17 3.188587330940768e-16 0
3804.0 4.018187724137196e-17 3.3406834512266435e-16 0
3805.0 3.9548624670156244e-17 3.4845039960374333e-16 0
3806.0 3.893479386502332e-17 3.622899463846484e-16 0
3807.0 3.8548179435703765e-17 3.620051966388353e-16 0
3808.0 3.829195104212147e-17 3.536153487234739e-16 0
3809.0 3.8905705118510213e-17 3.3557182683705013e-16 0
3810.0 3.99542898857078e-17 3.127032494275879e-16 0
3811.0 3.865496928105733e-17 3.0181449300159035e-16 0
3812.0 3.6340318561286864e-17 2.961063001383756e-16 0
3813.0 3.7356068289827424e-17 3.2271604725540546e-16 0
3814.0 3.960692746420383e-17 3.613111977973595e-16 0
3815.0 4.303761472385895e-17 3.6275239636373613e-16 0
3816.0 4.6839185776982114e-17 3.525140978720503e-16 0
3817.0 4.2348170104911367e-17 3.307258422111714e-16 0
3818.0 3.5681819994373296e-17 3.059077696275903e-16 0
3819.0 3.284794843929991e-17 3.355749088424023e-16 0
3820.0 3.0835201229371226e-17 3.769157295170186e-16 0
3821.0 3.364943360881107e-17 3.664736057242854e-16 0
3822.0 3.7282862551952815e-17 3.472432926755937e-16 0
3823.0 3.134510592116488e-17 3.598679410622885e-16 0
3824.0 2.4179153973665003e-17 3.765802872735401e-16 0
3825.0 2.4811025644494275e-17 3.7687862256200153e-16 0
