wavelength flux error flag
3691.0 9.853826064624458e-17 1.0159300613024874e-21 0
3692.0 1.0446759865396888e-16 1.0159300613024874e-21 0
3693.0 1.1074187746943573e-16 1.0159300613024874e-21 0
3694.0 1.170936867725461e-16 1.0159300613024874e-21 0
3695.0 1.2069956607801922e-16 1.0159300613024874e-21 0
3696.0 1.2381265399899675e-16 1.0159300613024874e-21 0
3697.0 1.2522686308228465e-16 1.0159300613024874e-21 0
3698.0 1.2640765962992981e-16 1.0159300613024874e-21 0
3699.0 1.2587509998721723e-16 1.0159300613024874e-21 0
3700.0 1.2517425519477983e-16 1.0159300613024874e-21 0
3701.0 1.2553663832420935e-16 1.0159300613024874e-21 0
3702.0 1.259645753054254e-16 1.0159300613024874e-21 0
3703.0 1.25667158828743e-16 1.0159300613024874e-21 0
3704.0 1.2533901150188133e-16 1.0159300613024874e-21 0
3705.0 1.2269245650596e-16 1.0159300613024874e-21 0
3706.0 1.2010039882715335e-16 1.0159300613024874e-21 0
3707.0 1.1896738837405817e-16 1.0159300613024874e-21 0
3708.0 1.1759338617752208e-16 1.0159300613024874e-21 0
3709.0 1.128830709039386e-16 1.0159300613024874e-21 0
3710.0 1.0856601250475251e-16 1.0159300613024874e-21 0
3711.0 1.0783896200092571e-16 1.0159300613024874e-21 0
3712.0 1.0784423826537217e-16 1.0159300613024874e-21 0
3713.0 1.127466727319712e-16 1.0159300613024874e-21 0
3714.0 1.1746012665543562e-16 1.0159300613024874e-21 0
3715.0 1.2119202702139714e-16 1.0159300613024874e-21 0
3716.0 1.247808319128857e-16 1.0159300613024874e-21 0
3717.0 1.2777056878394656e-16 1.0159300613024874e-21 0
3718.0 1.2996781074094845e-16 1.0159300613024874e-21 0
3719.0 1.2942229092438082e-16 1.0159300613024874e-21 0
3720.0 1.2901639766525887e-16 1.0159300613024874e-21 0
3721.0 1.2901729852860576e-16 1.0159300613024874e-21 0
3722.0 1.2959230426192823e-16 1.0159300613024874e-21 0
3723.0 1.315943385931758e-16 1.0159300613024874e-21 0
3724.0 1.3288764836950128e-16 1.0159300613024874e-21 0
3725.0 1.3266274178437543e-16 1.0159300613024874e-21 0
3726.0 1.3159730729734375e-16 1.0159300613024874e-21 0
3727.0 1.289682182937742e-16 1.0159300613024874e-21 0
3728.0 1.2651800716807915e-16 1.0159300613024874e-21 0
3729.0 1.2435844948548145e-16 1.0159300613024874e-21 0
3730.0 1.2313192701157747e-16 1.0159300613024874e-21 0
3731.0 1.2323519687629076e-16 1.0159300613024874e-21 0
3732.0 1.2083910010717474e-16 1.0159300613024874e-21 0
3733.0 1.1530925801806187e-16 1.0159300613024874e-21 0
3734.0 1.0976618438320774e-16 1.0159300613024874e-21 0
3735.0 1.0420848948181005e-16 1.0159300613024874e-21 0
3736.0 1.0089396118177165e-16 1.0159300613024874e-21 0
3737.0 9.97657878270204e-17 1.0159300613024874e-21 0
3738.0 1.0302436569650235e-16 1.0159300613024874e-21 0
3739.0 1.1005344271923409e-16 1.0159300613024874e-21 0
3740.0 1.17425755348044e-16 1.0159300613024874e-21 0
3741.0 1.250579166829218e-16 1.0159300613024874e-21 0
3742.0 1.2867315210733667e-16 1.0159300613024874e-21 0
3743.0 1.2961594593702209e-16 1.0159300613024874e-21 0
3744.0 1.2777761240023975e-16 1.0159300613024874e-21 0
3745.0 1.243188753142099e-16 1.0159300613024874e-21 0
3746.0 1.2391086241032692e-16 1.0159300613024874e-21 0
3747.0 1.2505202769356971e-16 1.0159300613024874e-21 0
3748.0 1.2696384816885492e-16 1.0159300613024874e-21 0
3749.0 1.2921454767528739e-16 1.0159300613024874e-21 0
3750.0 1.3303712021906319e-16 1.0159300613024874e-21 0
3751.0 1.3745312545407588e-16 1.0159300613024874e-21 0
3752.0 1.3734148810404865e-16 1.0159300613024874e-21 0
3753.0 1.3577879944879116e-16 1.0159300613024874e-21 0
3754.0 1.3443479298801595e-16 1.0159300613024874e-21 0
3755.0 1.3314938872635877e-16 1.0159300613024874e-21 0
3756.0 1.3189777830261713e-16 1.0159300613024874e-21 0
3757.0 1.3065358517764978e-16 1.0159300613024874e-21 0
3758.0 1.30441242218177e-16 1.0159300613024874e-21 0
3759.0 1.3040902626923449e-16 1.0159300613024874e-21 0
3760.0 1.2959763691468102e-16 1.0159300613024874e-21 0
3761.0 1.2868274295730602e-16 1.0159300613024874e-21 0
3762.0 1.243331540102546e-16 1.0159300613024874e-21 0
3763.0 1.1966079264730448e-16 1.0159300613024874e-21 0
3764.0 1.2140776183344906e-16 1.0159300613024874e-21 0
3765.0 1.235250461673509e-16 1.0159300613024874e-21 0
3766.0 1.2172062438136019e-16 1.0159300613024874e-21 0
3767.0 1.198116509101379e-16 1.0159300613024874e-21 0
3768.0 1.1650991279231646e-16 1.0159300613024874e-21 0
3769.0 1.1307819917316105e-16 1.0159300613024874e-21 0
3770.0 1.0648928129257556e-16 1.0159300613024874e-21 0
3771.0 1.0017063274185225e-16 1.0159300613024874e-21 0
3772.0 9.739366433074635e-17 1.0159300613024874e-21 0
3773.0 9.45958784891979e-17 1.0159300613024874e-21 0
3774.0 9.161533849170761e-17 1.0159300613024874e-21 0
3775.0 8.933096990386564e-17 1.0159300613024874e-21 0
3776.0 9.156045878448088e-17 1.0159300613024874e-21 0
3777.0 9.434272082089863e-17 1.0159300613024874e-21 0
3778.0 9.992271881299266e-17 1.0159300613024874e-21 0
3779.0 1.0597108460388206e-16 1.0159300613024874e-21 0
3780.0 1.13936548569959e-16 1.0159300613024874e-21 0
3781.0 1.2119993476190868e-16 1.0159300613024874e-21 0
3782.0 1.260820897189115e-16 1.0159300613024874e-21 0
3783.0 1.3094791326771728e-16 1.0159300613024874e-21 0
3784.0 1.3576702795902017e-16 1.0159300613024874e-21 0
3785.0 1.403565313412611e-16 1.0159300613024874e-21 0
3786.0 1.443850376027549e-16 1.0159300613024874e-21 0
3787.0 1.4603286134571738e-16 1.0159300613024874e-21 0
3788.0 1.4266298031085056e-16 1.0159300613024874e-21 0
3789.0 1.3962467176711278e-16 1.0159300613024874e-21 0
3790.0 1.3719370547125112e-16 1.0159300613024874e-21 0
3791.0 1.3604166466037298e-16 1.0159300613024874e-21 0
3792.0 1.3693686063561076e-16 1.0159300613024874e-21 0
3793.0 1.3796458053028228e-16 1.0159300613024874e-21 0
3794.0 1.3917844683019128e-16 1.0159300613024874e-21 0
3795.0 1.3892966585124238e-16 1.0159300613024874e-21 0
3796.0 1.368730418903176e-16 1.0159300613024874e-21 0
3797.0 1.3399563221951676e-16 1.0159300613024874e-21 0
3798.0 1.3022398630052018e-16 1.0159300613024874e-21 0
3799.0 1.2952545450108326e-16 1.0159300613024874e-21 0
3800.0 1.3178015410969034e-16 1.0159300613024874e-21 0
3801.0 1.335558130075742e-16 1.0159300613024874e-21 0
3802.0 1.349255421122168e-16 1.0159300613024874e-21 0
3803.0 1.3644103082620925e-16 1.0159300613024874e-21 0
3804.0 1.3806528744065232e-16 1.0159300613024874e-21 0
3805.0 1.4057671813492597e-16 1.0159300613024874e-21 0
3806.0 1.436697383164224e-16 1.0159300613024874e-21 0
3807.0 1.4330481675385609e-16 1.0159300613024874e-21 0
3808.0 1.409555869995727e-16 1.0159300613024874e-21 0
3809.0 1.3799789486046402e-16 1.0159300613024874e-21 0
3810.0 1.347360838129208e-16 1.0159300613024874e-21 0
3811.0 1.3214380350063571e-16 1.0159300613024874e-21 0
3812.0 1.2984105560590756e-16 1.0159300613024874e-21 0
3813.0 1.2779505812699804e-16 1.0159300613024874e-21 0
3814.0 1.2584427888647203e-16 1.0159300613024874e-21 0
3815.0 1.2558401752954238e-16 1.0159300613024874e-21 0
3816.0 1.2585517739695634e-16 1.0159300613024874e-21 0
3817.0 1.2689538606405298e-16 1.0159300613024874e-21 0
3818.0 1.2813733375351392e-16 1.0159300613024874e-21 0
3819.0 1.2658603570477324e-16 1.0159300613024874e-21 0
3820.0 1.2443627323035727e-16 1.0159300613024874e-21 0
3821.0 1.2049453649127546e-16 1.0159300613024874e-21 0
3822.0 1.1624868014019245e-16 1.0159300613024874e-21 0
3823.0 1.1031804231822491e-16 1.0159300613024874e-21 0
3824.0 1.041712096794042e-16 1.0159300613024874e-21 0
3825.0 1.002110499919829e-16 1.0159300613024874e-21 0
3826.0 9.644716897720677e-17 1.0159300613024874e-21 0
3827.0 1.017716309832638e-16 1.0159300613024874e-21 0
3828.0 1.0758458282485852e-16 1.0159300613024874e-21 0
3829.0 1.0835035419737755e-16 1.0159300613024874e-21 0
3830.0 1.0903249271259519e-16 1.0159300613024874e-21 0
3831.0 1.1119253780260123e-16 1.0159300613024874e-21 0
3832.0 1.1358585689945315e-16 1.0159300613024874e-21 0
3833.0 1.2116157981793437e-16 1.0159300613024874e-21 0
3834.0 1.282236761941055e-16 1.0159300613024874e-21 0
3835.0 1.288989942840941e-16 1.0159300613024874e-21 0
3836.0 1.2947557406767618e-16 1.0159300613024874e-21 0
3837.0 1.292175910074257e-16 1.0159300613024874e-21 0
3838.0 1.2877810306067203e-16 1.0159300613024874e-21 0
3839.0 1.271967651895614e-16 1.0159300613024874e-21 0
3840.0 1.2580957125101632e-16 1.0159300613024874e-21 0
3841.0 1.2538031658908392e-16 1.0159300613024874e-21 0
3842.0 1.2485377661351867e-16 1.0159300613024874e-21 0
3843.0 1.2393779355269445e-16 1.0159300613024874e-21 0
3844.0 1.2359523079418571e-16 1.0159300613024874e-21 0
3845.0 1.2515904889005722e-16 1.0159300613024874e-21 0
3846.0 1.2641167075709847e-16 1.0159300613024874e-21 0
3847.0 1.2679041656585782e-16 1.0159300613024874e-21 0
3848.0 1.2809230858654544e-16 1.0159300613024874e-21 0
3849.0 1.3161146402256413e-16 1.0159300613024874e-21 0
3850.0 1.33408537175103e-16 1.0159300613024874e-21 0
3851.0 1.3163415235618674e-16 1.0159300613024874e-21 0
3852.0 1.2961987469427333e-16 1.0159300613024874e-21 0
3853.0 1.2717291471257397e-16 1.0159300613024874e-21 0
3854.0 1.2668280418993795e-16 1.0159300613024874e-21 0
3855.0 1.2927876965835729e-16 1.0159300613024874e-21 0
3856.0 1.299110237262231e-16 1.0159300613024874e-21 0
3857.0 1.2782478556348497e-16 1.0159300613024874e-21 0
3858.0 1.2596177521951046e-16 1.0159300613024874e-21 0
3859.0 1.2437076315171196e-16 1.0159300613024874e-21 0
3860.0 1.2285951761915936e-16 1.0159300613024874e-21 0
3861.0 1.2143395515559198e-16 1.0159300613024874e-21 0
3862.0 1.1879024832277838e-16 1.0159300613024874e-21 0
3863.0 1.1499235635522676e-16 1.0159300613024874e-21 0
3864.0 1.0820046543978763e-16 1.0159300613024874e-21 0
3865.0 9.89073910919656e-17 1.0159300613024874e-21 0
3866.0 8.957351291562103e-17 1.0159300613024874e-21 0
3867.0 8.020962331358656e-17 1.0159300613024874e-21 0
3868.0 7.197910286093336e-17 1.0159300613024874e-21 0
3869.0 6.448065250446076e-17 1.0159300613024874e-21 0
3870.0 6.11116227534547e-17 1.0159300613024874e-21 0
3871.0 6.007627866059791e-17 1.0159300613024874e-21 0
3872.0 6.339522054588091e-17 1.0159300613024874e-21 0
3873.0 6.885607263748792e-17 1.0159300613024874e-21 0
3874.0 7.673194198033581e-17 1.0159300613024874e-21 0
3875.0 8.563474081313044e-17 1.0159300613024874e-21 0
3876.0 9.406875052916959e-17 1.0159300613024874e-21 0
3877.0 1.0233200361428014e-16 1.0159300613024874e-21 0
3878.0 1.1041525537293263e-16 1.0159300613024874e-21 0
3879.0 1.1844301672859137e-16 1.0159300613024874e-21 0
3880.0 1.218715945490897e-16 1.0159300613024874e-21 0
3881.0 1.241194838997082e-16 1.0159300613024874e-21 0
3882.0 1.2349164221353992e-16 1.0159300613024874e-21 0
3883.0 1.2226258224822813e-16 1.0159300613024874e-21 0
3884.0 1.267500057537402e-16 1.0159300613024874e-21 0
3885.0 1.3218006042003298e-16 1.0159300613024874e-21 0
3886.0 1.3084276728153845e-16 1.0159300613024874e-21 0
3887.0 1.286673974303441e-16 1.0159300613024874e-21 0
3888.0 1.274568766683783e-16 1.0159300613024874e-21 0
3889.0 1.2632892852946375e-16 1.0159300613024874e-21 0
3890.0 1.2461762880506905e-16 1.0159300613024874e-21 0
3891.0 1.228772549389283e-16 1.0159300613024874e-21 0
3892.0 1.211168588807169e-16 1.0159300613024874e-21 0
3893.0 1.193924151565976e-16 1.0159300613024874e-21 0
3894.0 1.2001117381869525e-16 1.0159300613024874e-21 0
3895.0 1.205881118360688e-16 1.0159300613024874e-21 0
3896.0 1.203095769903598e-16 1.0159300613024874e-21 0
3897.0 1.1955496882737886e-16 1.0159300613024874e-21 0
3898.0 1.1317042255361268e-16 1.0159300613024874e-21 0
3899.0 1.0668159674087511e-16 1.0159300613024874e-21 0
3900.0 9.934323114571531e-17 1.0159300613024874e-21 0
3901.0 9.177074579587081e-17 1.0159300613024874e-21 0
3902.0 8.276828391318085e-17 1.0159300613024874e-21 0
3903.0 7.408281194049455e-17 1.0159300613024874e-21 0
3904.0 6.692278703514709e-17 1.0159300613024874e-21 0
3905.0 6.156344807849695e-17 1.0159300613024874e-21 0
