wavelength flux error flag
3691.0 1.391703328886054e-18 3.6163157730051806e-16 0
3692.0 -3.699901936089918e-18 3.611446001557767e-16 0
3693.0 -6.130354066159808e-18 3.412278951619858e-16 0
3694.0 -7.962673137999713e-18 3.1694407488028093e-16 0
3695.0 -4.2350929226459685e-18 2.9204377230271187e-16 0
3696.0 4.902805611996879e-19 2.6703283428856664e-16 0
3697.0 3.84521358628397e-18 2.9317857631187014e-16 0
3698.0 7.01185891519452e-18 3.263528421696594e-16 0
3699.0 1.012535560636557e-17 3.2907342254387064e-16 0
3700.0 1.323363205990594e-17 3.288028542882069e-16 0
3701.0 1.0157119981099296e-17 3.318097626291332e-16 0
3702.0 6.699281657522327e-18 3.350187454365289e-16 0
3703.0 7.48743848422034e-18 3.052965569333327e-16 0
3704.0 8.375505084039803e-18 2.748433695273696e-16 0
3705.0 5.7001320200856905e-18 2.814290974105051e-16 0
3706.0 3.28813855228829e-18 2.8883385509130937e-16 0
3707.0 7.927561363804852e-18 3.181663555919813e-16 0
3708.0 1.1947362460270425e-17 3.339847729408128e-16 0
3709.0 7.389060418300969e-18 1.6271291200858768e-16 0
3710.0 3.1000836211984884e-18 2.5360263754413978e-17 0
3711.0 1.269753623274326e-18 1.9765316589314877e-16 0
3712.0 -4.7641316220862464e-20 3.3996926461420887e-16 0
3713.0 2.065022889165315e-18 2.8182683158266927e-16 0
3714.0 3.4538696478508735e-18 2.4192452434188255e-16 0
3715.0 1.0832521886478223e-18 2.9676033173580076e-16 0
3716.0 -1.5557667147365652e-18 3.3981758786430293e-16 0
3717.0 -5.318446044405415e-18 3.3356403653318115e-16 0
3718.0 -7.413291880432583e-18 3.325611920118607e-16 0
3719.0 -3.7358988416258634e-18 3.4973062552874714e-16 0
3720.0 9.965322383538023e-19 3.606711217571586e-16 0
3721.0 8.80275731556266e-18 3.5346395951332647e-16 0
3722.0 1.509125426237958e-17 3.4780172938461403e-16 0
3723.0 1.7607197518724033e-17 3.459796727597814e-16 0
3724.0 1.812207381968512e-17 3.458411271296674e-16 0
3725.0 1.43503022672265e-17 3.4930896696921734e-16 0
